TICKER,DATE,Price_Open,Price_Close,Price_High,Price_Low,Volume
AAPL,2023-03-02 05:00:00+00:00,144.38,145.91,146.71,143.9,60242324.0
AAPL,2023-03-03 05:00:00+00:00,148.045,151.03,151.11,147.33,79744478.0
AAPL,2023-03-06 05:00:00+00:00,153.785,153.83,156.3,153.46,93957314.0
AAPL,2023-03-07 05:00:00+00:00,153.7,151.6,154.0299,151.13,61332251.0
AAPL,2023-03-08 05:00:00+00:00,152.81,152.87,153.47,151.83,51205963.0
AAPL,2023-03-09 05:00:00+00:00,153.559,150.59,154.535,150.225,59821351.0
AAPL,2023-03-10 05:00:00+00:00,150.21,148.5,150.94,147.6096,75469048.0
AAPL,2023-03-13 04:00:00+00:00,147.805,150.47,153.14,147.7,90585023.0
AAPL,2023-03-14 04:00:00+00:00,151.28,152.59,153.4,150.1,84532172.0
AAPL,2023-03-15 04:00:00+00:00,151.19,152.99,153.245,149.92,85708822.0
AAPL,2023-03-16 04:00:00+00:00,152.16,155.85,156.46,151.64,84454434.0
AAPL,2023-03-17 04:00:00+00:00,156.08,155.0,156.74,154.28,131114857.0
AAPL,2023-03-20 04:00:00+00:00,155.07,157.4,157.82,154.15,85439528.0
AAPL,2023-03-21 04:00:00+00:00,157.32,159.28,159.4,156.54,87819428.0
AAPL,2023-03-22 04:00:00+00:00,159.3,157.83,162.14,157.81,80427254.0
AAPL,2023-03-23 04:00:00+00:00,158.83,158.93,161.5501,157.68,75089334.0
AAPL,2023-03-24 04:00:00+00:00,158.86,160.25,160.34,157.85,65530530.0
AAPL,2023-03-27 04:00:00+00:00,159.94,158.28,160.77,157.87,58214330.0
AAPL,2023-03-28 04:00:00+00:00,157.97,157.65,158.49,155.98,50372968.0
AAPL,2023-03-29 04:00:00+00:00,159.37,160.77,161.05,159.35,57532705.0
AAPL,2023-03-30 04:00:00+00:00,161.53,162.36,162.47,161.271,53823579.0
